,energy_consumed_log_cumsum,energy_consumed_cumsum,energy_consumed_log,emissions_rate_log_cumsum,emissions_rate_cumsum,emissions_rate_log,emissions_log_cumsum,emissions_cumsum,emissions_log,duration_log_cumsum,duration_cumsum,duration_log,timestamp,project_name,duration,emissions,emissions_rate,energy_consumed,date
198,2.6533774581457887,14.201924138598978,-1.3188126858918847,6.1406054924208755,464.33463686239185,1.966684861582748,3.5051083353214803,33.285049603634405,-0.4670818087161928,6.143955802903891,465.89291095733637,2.17140351568915,1646524800.0,XGBoost model,8.77058506011962,0.6268288082546659,7.146944063114943,0.2674526638454861,2022-03-06
201,2.664357108451138,14.358715481228304,-1.8528393854132852,6.155867607437163,471.4757209040885,1.965864591395165,3.5160879856268297,33.65252147335476,-1.0011085082375935,6.154940456903732,471.03879451751703,1.6381970863553323,1646611200.0,XGBoost model,5.14588356018066,0.367471869720353,7.1410840416966535,0.1567913426293267,2022-03-07
204,2.6756015138501614,14.521081844965622,-1.8178999925509358,6.170900714657101,478.61700935514887,1.965893215401969,3.527332391025853,34.03305952004591,-0.9661691153752439,6.166189609805564,476.3674974441528,1.673107855210878,1646697600.0,XGBoost model,5.32870292663574,0.38053804669115293,7.141288451060346,0.16236636373731828,2022-03-08
207,2.690249019176299,14.73534484704336,-1.5405510368684052,6.18572205605084,485.7635855455685,1.9666333875317292,3.54197989635199,34.535227718015506,-0.6888201596927133,6.1808324567146045,483.39419364929194,1.9497166387636486,1646784000.0,XGBoost model,7.02669620513916,0.5021681979695958,7.146576190419641,0.2142630020777385,2022-03-09
210,2.7050251848447813,14.954693317413334,-1.517093624861405,6.20032222743717,492.90784393787857,1.9663090120564564,3.5567560620204723,35.04931472802161,-0.6653627476857138,6.195608748723438,490.59000015258783,1.97349842624592,1646870400.0,XGBoost model,7.19580650329589,0.5140870100061099,7.144258392310055,0.2193484703699749,2022-03-10
213,2.7225322830185843,15.218811829884851,-1.3313573656892055,6.21472357521437,500.0577417299396,1.9670980617871066,3.5742631601942754,35.668329285701105,-0.4796264885135138,6.213102305632346,499.24767017364496,2.1584456356874697,1646956800.0,XGBoost model,8.65767002105712,0.6190145576794943,7.14989779206104,0.26411851247151696,2022-03-11
216,2.7341645674384076,15.396875010596386,-1.7256168438515178,6.228905566340422,507.200082783875,1.9660406013134557,3.5858954446140987,36.08565596233473,-0.8738859666758257,6.2247379494324555,505.0906658172607,1.7652436179988096,1647043200.0,XGBoost model,5.84299564361572,0.417326676633623,7.142341053935406,0.1780631807115343,2022-03-12
219,2.749649214526889,15.637145638465885,-1.4259893747987646,6.242895192025726,514.345486314987,1.966469287199505,3.6013800917025804,36.64877823287247,-0.5742584976230727,6.240220420842677,512.9715681076049,2.064442401165513,1647129600.0,XGBoost model,7.88090229034423,0.5631222705377475,7.14540353111205,0.2402706278695001,2022-03-13
222,2.760501865336471,15.807774331834585,-1.7682654671602644,6.256686032973876,521.4878797158324,1.9660479303835297,3.612232742512162,37.048680701520695,-0.9165345899845727,6.251076115183351,518.570566177368,1.7225876656199886,1647216000.0,XGBoost model,5.59899806976318,0.3999024686482218,7.14239340084531,0.17062869336869985,2022-03-14
225,2.770926145401321,15.97342087162866,-1.7978990391107619,6.270274588236757,528.622511474122,1.9649606389858039,3.622657022577012,37.436906496836066,-0.94616816193507,6.261514572242705,524.011993408203,1.6940413850672174,1647302400.0,XGBoost model,5.44142723083496,0.3882257953153717,7.1346317582896415,0.16564653979407418,2022-03-15
